"gene","ensmble_gene_gps","trait_exwas_ei","trait_gps","gene_trait_pair_exwas_ei","gene_trait_pair_gps","gene_tait_pair_merged","source"
"ATP1A3","ENSG00000105409",NA,"Other and unspecified congenital anomalies",NA,"ENSG00000105409_Other and unspecified congenital anomalies","ENSG00000105409_Other and unspecified congenital anomalies","GPS"
"ATP4A","ENSG00000105675",NA,"Pervasive developmental disorders",NA,"ENSG00000105675_Pervasive developmental disorders","ENSG00000105675_Pervasive developmental disorders","GPS"
"AURKA","ENSG00000087586",NA,"Breast cancer",NA,"ENSG00000087586_Breast cancer","ENSG00000087586_Breast cancer","GPS"
"AVPR1A","ENSG00000166148",NA,"Pervasive developmental disorders",NA,"ENSG00000166148_Pervasive developmental disorders","ENSG00000166148_Pervasive developmental disorders","GPS"
"AVPR2","ENSG00000126895",NA,"Pervasive developmental disorders",NA,"ENSG00000126895_Pervasive developmental disorders","ENSG00000126895_Pervasive developmental disorders","GPS"
"BRAF","ENSG00000157764",NA,"Neoplasm of uncertain behavior",NA,"ENSG00000157764_Neoplasm of uncertain behavior","ENSG00000157764_Neoplasm of uncertain behavior","GPS"
"BRAF","ENSG00000157764",NA,"Other disorders of metabolism",NA,"ENSG00000157764_Other disorders of metabolism","ENSG00000157764_Other disorders of metabolism","GPS"
"CA2","ENSG00000104267",NA,"Pervasive developmental disorders",NA,"ENSG00000104267_Pervasive developmental disorders","ENSG00000104267_Pervasive developmental disorders","GPS"
"CACNA1D","ENSG00000157388",NA,"Disorders of adrenal glands",NA,"ENSG00000157388_Disorders of adrenal glands","ENSG00000157388_Disorders of adrenal glands","GPS"
"CACNA1H","ENSG00000196557",NA,"Mood disorders",NA,"ENSG00000196557_Mood disorders","ENSG00000196557_Mood disorders","GPS"
"CD3E","ENSG00000198851",NA,"Disorders involving the immune mechanism",NA,"ENSG00000198851_Disorders involving the immune mechanism","ENSG00000198851_Disorders involving the immune mechanism","GPS"
"CDK1","ENSG00000170312",NA,"Leukemia",NA,"ENSG00000170312_Leukemia","ENSG00000170312_Leukemia","GPS"
"CDK4","ENSG00000135446",NA,"Colorectal cancer",NA,"ENSG00000135446_Colorectal cancer","ENSG00000135446_Colorectal cancer","GPS"
"CDK4","ENSG00000135446",NA,"Breast cancer",NA,"ENSG00000135446_Breast cancer","ENSG00000135446_Breast cancer","GPS"
"CDK4","ENSG00000135446",NA,"Cancer of other female genital organs",NA,"ENSG00000135446_Cancer of other female genital organs","ENSG00000135446_Cancer of other female genital organs","GPS"
"CDK4","ENSG00000135446",NA,"Benign mammary dysplasias",NA,"ENSG00000135446_Benign mammary dysplasias","ENSG00000135446_Benign mammary dysplasias","GPS"
"CFTR","ENSG00000001626",NA,"Other diseases of lung",NA,"ENSG00000001626_Other diseases of lung","ENSG00000001626_Other diseases of lung","GPS"
"CHEK1","ENSG00000149554",NA,"Cancer of mouth",NA,"ENSG00000149554_Cancer of mouth","ENSG00000149554_Cancer of mouth","GPS"
"CHEK1","ENSG00000149554",NA,"Cancer, suspected or other",NA,"ENSG00000149554_Cancer, suspected or other","ENSG00000149554_Cancer, suspected or other","GPS"
"CHEK2","ENSG00000183765",NA,"Cancer of mouth",NA,"ENSG00000183765_Cancer of mouth","ENSG00000183765_Cancer of mouth","GPS"
"CHEK2","ENSG00000183765",NA,"Cancer within the respiratory system",NA,"ENSG00000183765_Cancer within the respiratory system","ENSG00000183765_Cancer within the respiratory system","GPS"
"CHEK2","ENSG00000183765",NA,"Leukemia",NA,"ENSG00000183765_Leukemia","ENSG00000183765_Leukemia","GPS"
"CHRM1","ENSG00000168539",NA,"Degenerative disease of the spinal cord",NA,"ENSG00000168539_Degenerative disease of the spinal cord","ENSG00000168539_Degenerative disease of the spinal cord","GPS"
"CHRNA4","ENSG00000101204",NA,"Delirium dementia and amnestic and other cognitive disorders",NA,"ENSG00000101204_Delirium dementia and amnestic and other cognitive disorders","ENSG00000101204_Delirium dementia and amnestic and other cognitive disorders","GPS"
"CHRNA4","ENSG00000101204",NA,"Degenerative disease of the spinal cord",NA,"ENSG00000101204_Degenerative disease of the spinal cord","ENSG00000101204_Degenerative disease of the spinal cord","GPS"
"CHRNB2","ENSG00000160716",NA,"Delirium dementia and amnestic and other cognitive disorders",NA,"ENSG00000160716_Delirium dementia and amnestic and other cognitive disorders","ENSG00000160716_Delirium dementia and amnestic and other cognitive disorders","GPS"
"CHRND","ENSG00000135902",NA,"Myalgia and myositis unspecified",NA,"ENSG00000135902_Myalgia and myositis unspecified","ENSG00000135902_Myalgia and myositis unspecified","GPS"
"CHRNG","ENSG00000196811",NA,"Myalgia and myositis unspecified",NA,"ENSG00000196811_Myalgia and myositis unspecified","ENSG00000196811_Myalgia and myositis unspecified","GPS"
"COL11A1","ENSG00000060718",NA,"Other retinal disorders",NA,"ENSG00000060718_Other retinal disorders","ENSG00000060718_Other retinal disorders","GPS"
"COL4A2","ENSG00000134871",NA,"Cerebrovascular disease",NA,"ENSG00000134871_Cerebrovascular disease","ENSG00000134871_Cerebrovascular disease","GPS"
"COL4A5","ENSG00000188153",NA,"Other retinal disorders",NA,"ENSG00000188153_Other retinal disorders","ENSG00000188153_Other retinal disorders","GPS"
"CPT1B","ENSG00000205560",NA,"Cardiomyopathy",NA,"ENSG00000205560_Cardiomyopathy","ENSG00000205560_Cardiomyopathy","GPS"
"CSF1R","ENSG00000182578",NA,"Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum",NA,"ENSG00000182578_Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum","ENSG00000182578_Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum","GPS"
"CSF3R","ENSG00000119535",NA,"Myeloproliferative disease",NA,"ENSG00000119535_Myeloproliferative disease","ENSG00000119535_Myeloproliferative disease","GPS"
"CSF3R","ENSG00000119535",NA,"Leukemia",NA,"ENSG00000119535_Leukemia","ENSG00000119535_Leukemia","GPS"
"CSF3R","ENSG00000119535",NA,"Other diseases of blood and blood-forming organs",NA,"ENSG00000119535_Other diseases of blood and blood-forming organs","ENSG00000119535_Other diseases of blood and blood-forming organs","GPS"
"CTLA4","ENSG00000163599",NA,"Cancer of stomach",NA,"ENSG00000163599_Cancer of stomach","ENSG00000163599_Cancer of stomach","GPS"
"CUL4A","ENSG00000139842",NA,"Pervasive developmental disorders",NA,"ENSG00000139842_Pervasive developmental disorders","ENSG00000139842_Pervasive developmental disorders","GPS"
"CYP11A1","ENSG00000140459",NA,"Breast cancer",NA,"ENSG00000140459_Breast cancer","ENSG00000140459_Breast cancer","GPS"
"CYP17A1","ENSG00000148795",NA,"Breast cancer",NA,"ENSG00000148795_Breast cancer","ENSG00000148795_Breast cancer","GPS"
"DIO1","ENSG00000211452",NA,"Hypothyroidism",NA,"ENSG00000211452_Hypothyroidism","ENSG00000211452_Hypothyroidism","GPS"
"DNMT1","ENSG00000130816",NA,"Breast cancer",NA,"ENSG00000130816_Breast cancer","ENSG00000130816_Breast cancer","GPS"
"DNMT1","ENSG00000130816",NA,"Hereditary hemolytic anemias",NA,"ENSG00000130816_Hereditary hemolytic anemias","ENSG00000130816_Hereditary hemolytic anemias","GPS"
"DNMT3A","ENSG00000119772",NA,"Cancer of mouth",NA,"ENSG00000119772_Cancer of mouth","ENSG00000119772_Cancer of mouth","GPS"
"DNMT3A","ENSG00000119772",NA,"Pancreatic cancer",NA,"ENSG00000119772_Pancreatic cancer","ENSG00000119772_Pancreatic cancer","GPS"
"DNMT3A","ENSG00000119772",NA,"Cancer, suspected or other",NA,"ENSG00000119772_Cancer, suspected or other","ENSG00000119772_Cancer, suspected or other","GPS"
"DPYD","ENSG00000188641",NA,"Colorectal cancer",NA,"ENSG00000188641_Colorectal cancer","ENSG00000188641_Colorectal cancer","GPS"
"DRD4","ENSG00000069696",NA,"Eating disorder",NA,"ENSG00000069696_Eating disorder","ENSG00000069696_Eating disorder","GPS"
"EGFR","ENSG00000146648",NA,"Cancer of liver and intrahepatic bile duct",NA,"ENSG00000146648_Cancer of liver and intrahepatic bile duct","ENSG00000146648_Cancer of liver and intrahepatic bile duct","GPS"
"EGFR","ENSG00000146648",NA,"Cancer of prostate",NA,"ENSG00000146648_Cancer of prostate","ENSG00000146648_Cancer of prostate","GPS"
"ELANE","ENSG00000197561",NA,"Ischemic heart disease",NA,"ENSG00000197561_Ischemic heart disease","ENSG00000197561_Ischemic heart disease","GPS"
"EPHB2","ENSG00000133216",NA,"Colorectal cancer",NA,"ENSG00000133216_Colorectal cancer","ENSG00000133216_Colorectal cancer","GPS"
"EPHB6","ENSG00000106123",NA,"Colorectal cancer",NA,"ENSG00000106123_Colorectal cancer","ENSG00000106123_Colorectal cancer","GPS"
"ESR2","ENSG00000140009",NA,"Schizophrenia and other psychotic disorders",NA,"ENSG00000140009_Schizophrenia and other psychotic disorders","ENSG00000140009_Schizophrenia and other psychotic disorders","GPS"
"EZH2","ENSG00000106462",NA,"Cancer of other lymphoid, histiocytic tissue",NA,"ENSG00000106462_Cancer of other lymphoid, histiocytic tissue","ENSG00000106462_Cancer of other lymphoid, histiocytic tissue","GPS"
"F2","ENSG00000180210",NA,"Purpura and other hemorrhagic conditions",NA,"ENSG00000180210_Purpura and other hemorrhagic conditions","ENSG00000180210_Purpura and other hemorrhagic conditions","GPS"
"FAAH","ENSG00000117480",NA,"Overweight, obesity and other hyperalimentation",NA,"ENSG00000117480_Overweight, obesity and other hyperalimentation","ENSG00000117480_Overweight, obesity and other hyperalimentation","GPS"
"FGFR1","ENSG00000077782",NA,"Pancreatic cancer",NA,"ENSG00000077782_Pancreatic cancer","ENSG00000077782_Pancreatic cancer","GPS"
"FGFR1","ENSG00000077782",NA,"Benign neoplasm of kidney and other urinary organs",NA,"ENSG00000077782_Benign neoplasm of kidney and other urinary organs","ENSG00000077782_Benign neoplasm of kidney and other urinary organs","GPS"
"FGFR2","ENSG00000066468",NA,"Neoplasm of uncertain behavior",NA,"ENSG00000066468_Neoplasm of uncertain behavior","ENSG00000066468_Neoplasm of uncertain behavior","GPS"
"FGFR2","ENSG00000066468",NA,"Benign neoplasm of kidney and other urinary organs",NA,"ENSG00000066468_Benign neoplasm of kidney and other urinary organs","ENSG00000066468_Benign neoplasm of kidney and other urinary organs","GPS"
"FGFR3","ENSG00000068078",NA,"Cancer of liver and intrahepatic bile duct",NA,"ENSG00000068078_Cancer of liver and intrahepatic bile duct","ENSG00000068078_Cancer of liver and intrahepatic bile duct","GPS"
"FGFR3","ENSG00000068078",NA,"Cancer of prostate",NA,"ENSG00000068078_Cancer of prostate","ENSG00000068078_Cancer of prostate","GPS"
"FGFR3","ENSG00000068078",NA,"Benign neoplasm of kidney and other urinary organs",NA,"ENSG00000068078_Benign neoplasm of kidney and other urinary organs","ENSG00000068078_Benign neoplasm of kidney and other urinary organs","GPS"
"FGFR4","ENSG00000160867",NA,"Thyroid cancer",NA,"ENSG00000160867_Thyroid cancer","ENSG00000160867_Thyroid cancer","GPS"
"FLT3","ENSG00000122025",NA,"Cancer of prostate",NA,"ENSG00000122025_Cancer of prostate","ENSG00000122025_Cancer of prostate","GPS"
"FLT4","ENSG00000037280",NA,"Breast cancer",NA,"ENSG00000037280_Breast cancer","ENSG00000037280_Breast cancer","GPS"
"GABBR1","ENSG00000204681",NA,"Pervasive developmental disorders",NA,"ENSG00000204681_Pervasive developmental disorders","ENSG00000204681_Pervasive developmental disorders","GPS"
"GABBR2","ENSG00000136928",NA,"Pervasive developmental disorders",NA,"ENSG00000136928_Pervasive developmental disorders","ENSG00000136928_Pervasive developmental disorders","GPS"
"GABBR2","ENSG00000136928",NA,"Tobacco use disorder",NA,"ENSG00000136928_Tobacco use disorder","ENSG00000136928_Tobacco use disorder","GPS"
"GABRA1","ENSG00000022355",NA,"Pervasive developmental disorders",NA,"ENSG00000022355_Pervasive developmental disorders","ENSG00000022355_Pervasive developmental disorders","GPS"
"GABRB1","ENSG00000163288",NA,"Pervasive developmental disorders",NA,"ENSG00000163288_Pervasive developmental disorders","ENSG00000163288_Pervasive developmental disorders","GPS"
"GABRB2","ENSG00000145864",NA,"Pervasive developmental disorders",NA,"ENSG00000145864_Pervasive developmental disorders","ENSG00000145864_Pervasive developmental disorders","GPS"
"GABRB3","ENSG00000166206",NA,"Cardiac and circulatory congenital anomalies",NA,"ENSG00000166206_Cardiac and circulatory congenital anomalies","ENSG00000166206_Cardiac and circulatory congenital anomalies","GPS"
"GABRD","ENSG00000187730",NA,"Pervasive developmental disorders",NA,"ENSG00000187730_Pervasive developmental disorders","ENSG00000187730_Pervasive developmental disorders","GPS"
"GABRD","ENSG00000187730",NA,"Cardiac and circulatory congenital anomalies",NA,"ENSG00000187730_Cardiac and circulatory congenital anomalies","ENSG00000187730_Cardiac and circulatory congenital anomalies","GPS"
"GABRE","ENSG00000102287",NA,"Pervasive developmental disorders",NA,"ENSG00000102287_Pervasive developmental disorders","ENSG00000102287_Pervasive developmental disorders","GPS"
"GABRG1","ENSG00000163285",NA,"Pervasive developmental disorders",NA,"ENSG00000163285_Pervasive developmental disorders","ENSG00000163285_Pervasive developmental disorders","GPS"
"GABRG2","ENSG00000113327",NA,"Pervasive developmental disorders",NA,"ENSG00000113327_Pervasive developmental disorders","ENSG00000113327_Pervasive developmental disorders","GPS"
"GABRG3","ENSG00000182256",NA,"Cardiac and circulatory congenital anomalies",NA,"ENSG00000182256_Cardiac and circulatory congenital anomalies","ENSG00000182256_Cardiac and circulatory congenital anomalies","GPS"
"GABRP","ENSG00000094755",NA,"Pervasive developmental disorders",NA,"ENSG00000094755_Pervasive developmental disorders","ENSG00000094755_Pervasive developmental disorders","GPS"
"GABRP","ENSG00000094755",NA,"Cardiac and circulatory congenital anomalies",NA,"ENSG00000094755_Cardiac and circulatory congenital anomalies","ENSG00000094755_Cardiac and circulatory congenital anomalies","GPS"
"GCGR","ENSG00000215644",NA,"Secondary diabetes mellitus",NA,"ENSG00000215644_Secondary diabetes mellitus","ENSG00000215644_Secondary diabetes mellitus","GPS"
"GHR","ENSG00000112964",NA,"Disorders of the pituitary gland and its hypothalamic control",NA,"ENSG00000112964_Disorders of the pituitary gland and its hypothalamic control","ENSG00000112964_Disorders of the pituitary gland and its hypothalamic control","GPS"
"GHR","ENSG00000112964",NA,"Chromosomal anomalies and genetic disorders",NA,"ENSG00000112964_Chromosomal anomalies and genetic disorders","ENSG00000112964_Chromosomal anomalies and genetic disorders","GPS"
"GNRHR","ENSG00000109163",NA,"Ovarian dysfunction",NA,"ENSG00000109163_Ovarian dysfunction","ENSG00000109163_Ovarian dysfunction","GPS"
"GPD2","ENSG00000115159",NA,"Rheumatoid arthritis and other inflammatory polyarthropathies",NA,"ENSG00000115159_Rheumatoid arthritis and other inflammatory polyarthropathies","ENSG00000115159_Rheumatoid arthritis and other inflammatory polyarthropathies","GPS"
"GRIA1","ENSG00000155511",NA,"Anxiety disorders",NA,"ENSG00000155511_Anxiety disorders","ENSG00000155511_Anxiety disorders","GPS"
"GRIA1","ENSG00000155511",NA,"Pervasive developmental disorders",NA,"ENSG00000155511_Pervasive developmental disorders","ENSG00000155511_Pervasive developmental disorders","GPS"
"GRIA4","ENSG00000152578",NA,"Cardiac and circulatory congenital anomalies",NA,"ENSG00000152578_Cardiac and circulatory congenital anomalies","ENSG00000152578_Cardiac and circulatory congenital anomalies","GPS"
"GRIK1","ENSG00000171189",NA,"Overweight, obesity and other hyperalimentation",NA,"ENSG00000171189_Overweight, obesity and other hyperalimentation","ENSG00000171189_Overweight, obesity and other hyperalimentation","GPS"
"GRIK1","ENSG00000171189",NA,"Pervasive developmental disorders",NA,"ENSG00000171189_Pervasive developmental disorders","ENSG00000171189_Pervasive developmental disorders","GPS"
"GRIK2","ENSG00000164418",NA,"Pervasive developmental disorders",NA,"ENSG00000164418_Pervasive developmental disorders","ENSG00000164418_Pervasive developmental disorders","GPS"
"GRIK3","ENSG00000163873",NA,"Pervasive developmental disorders",NA,"ENSG00000163873_Pervasive developmental disorders","ENSG00000163873_Pervasive developmental disorders","GPS"
"GRIK3","ENSG00000163873",NA,"Cardiac and circulatory congenital anomalies",NA,"ENSG00000163873_Cardiac and circulatory congenital anomalies","ENSG00000163873_Cardiac and circulatory congenital anomalies","GPS"
"GRIK4","ENSG00000149403",NA,"Pervasive developmental disorders",NA,"ENSG00000149403_Pervasive developmental disorders","ENSG00000149403_Pervasive developmental disorders","GPS"
"GRIK5","ENSG00000105737",NA,"Pervasive developmental disorders",NA,"ENSG00000105737_Pervasive developmental disorders","ENSG00000105737_Pervasive developmental disorders","GPS"
"GRIN1","ENSG00000176884",NA,"Pervasive developmental disorders",NA,"ENSG00000176884_Pervasive developmental disorders","ENSG00000176884_Pervasive developmental disorders","GPS"
"GRIN2A","ENSG00000183454",NA,"Schizophrenia and other psychotic disorders",NA,"ENSG00000183454_Schizophrenia and other psychotic disorders","ENSG00000183454_Schizophrenia and other psychotic disorders","GPS"
"GRIN2A","ENSG00000183454",NA,"Extrapyramidal disease and abnormal movement disorders",NA,"ENSG00000183454_Extrapyramidal disease and abnormal movement disorders","ENSG00000183454_Extrapyramidal disease and abnormal movement disorders","GPS"
"GRIN2A","ENSG00000183454",NA,"Cardiac and circulatory congenital anomalies",NA,"ENSG00000183454_Cardiac and circulatory congenital anomalies","ENSG00000183454_Cardiac and circulatory congenital anomalies","GPS"
"GRIN2B","ENSG00000273079",NA,"Schizophrenia and other psychotic disorders",NA,"ENSG00000273079_Schizophrenia and other psychotic disorders","ENSG00000273079_Schizophrenia and other psychotic disorders","GPS"
